Team1,Team1Score,Team2,Team2Score
Indiana Pacers,102,New Jersey Nets,98
Boston Celtics,96,New York Knicks,86
Sacramento Kings,92,Chicago Bulls,132
Utah Jazz,85,Memphis Grizzlies,103
Golden State Warriors,96,San Antonio Spurs,111
Toronto Raptors,90,Denver Nuggets,123
Chicago Bulls,114,Atlanta Hawks,81
Washington Wizards,76,Portland Trail Blazers,111
Phoenix Suns,137,Los Angeles Lakers,139
Indiana Pacers,111,Charlotte Bobcats,88
New Jersey Nets,98,Cleveland Cavaliers,94
Atlanta Hawks,100,Philadelphia 76ers,105
Memphis Grizzlies,90,Boston Celtics,87
Miami Heat,100,Detroit Pistons,94
Sacramento Kings,97,Milwaukee Bucks,90
Orlando Magic,111,New York Knicks,99
Utah Jazz,94,Oklahoma City Thunder,106
Golden State Warriors,112,Houston Rockets,131
Toronto Raptors,106,Phoenix Suns,114
San Antonio Spurs,112,Denver Nuggets,115
Washington Wizards,119,Los Angeles Clippers,127
Minnesota Timberwolves,96,Dallas Mavericks,104
New Orleans Hornets,121,Utah Jazz,117
Sacramento Kings,110,Indiana Pacers,93
New Jersey Nets,85,Orlando Magic,95
Charlotte Bobcats,83,Boston Celtics,81
Detroit Pistons,91,Cleveland Cavaliers,97
Philadelphia 76ers,99,Miami Heat,111
Milwaukee Bucks,102,New York Knicks,96
Memphis Grizzlies,96,Chicago Bulls,99
Minnesota Timberwolves,103,Oklahoma City Thunder,111
Washington Wizards,94,Denver Nuggets,114
New Orleans Hornets,106,Phoenix Suns,100
San Antonio Spurs,96,Portland Trail Blazers,98
Toronto Raptors,100,Golden State Warriors,138
Los Angeles Clippers,104,Los Angeles Lakers,112
New Jersey Nets,87,Atlanta Hawks,98
New York Knicks,106,Charlotte Bobcats,114
Indiana Pacers,88,Detroit Pistons,100
Chicago Bulls,95,Milwaukee Bucks,87
Dallas Mavericks,94,Utah Jazz,77
Toronto Raptors,90,Los Angeles Clippers,94
Sacramento Kings,114,Philadelphia 76ers,111
Atlanta Hawks,99,Cleveland Cavaliers,83
San Antonio Spurs,104,Memphis Grizzlies,111
Houston Rockets,119,Miami Heat,125
Boston Celtics,85,Minnesota Timberwolves,82
Portland Trail Blazers,90,Oklahoma City Thunder,99
Washington Wizards,104,Golden State Warriors,114
New Orleans Hornets,84,Los Angeles Lakers,102
Dallas Mavericks,91,Phoenix Suns,83
Milwaukee Bucks,86,Charlotte Bobcats,87
Boston Celtics,100,Indiana Pacers,107
Orlando Magic,106,New York Knicks,113
Philadelphia 76ers,97,Chicago Bulls,85
Portland Trail Blazers,100,San Antonio Spurs,92
Washington Wizards,100,Utah Jazz,95
Miami Heat,90,Cleveland Cavaliers,102
Houston Rockets,112,New Jersey Nets,87
Golden State Warriors,114,Oklahoma City Thunder,115
Phoenix Suns,113,Sacramento Kings,116
Orlando Magic,82,Atlanta Hawks,85
Cleveland Cavaliers,97,Charlotte Bobcats,98
Detroit Pistons,101,Indiana Pacers,111
Houston Rockets,97,Philadelphia 76ers,108
Milwaukee Bucks,104,Toronto Raptors,98
Miami Heat,123,Washington Wizards,107
New Jersey Nets,116,New York Knicks,120
Golden State Warriors,91,Memphis Grizzlies,110
Chicago Bulls,108,Minnesota Timberwolves,91
Portland Trail Blazers,91,New Orleans Hornets,95
Sacramento Kings,90,Denver Nuggets,104
Oklahoma City Thunder,116,Phoenix Suns,98
Dallas Mavericks,106,Los Angeles Clippers,100
Boston Celtics,107,San Antonio Spurs,97
Dallas Mavericks,82,Los Angeles Lakers,110
