Team1,Team1Score,Team2,Team2Score
Cleveland Cavaliers,99,Denver Nuggets,127
New Jersey Nets,89,Portland Trail Blazers,96
Los Angeles Lakers,92,Los Angeles Clippers,99
Denver Nuggets,97,San Antonio Spurs,110
Chicago Bulls,96,Memphis Grizzlies,84
Phoenix Suns,129,New York Knicks,121
Utah Jazz,101,Washington Wizards,108
Charlotte Bobcats,92,Philadelphia 76ers,96
Milwaukee Bucks,84,Houston Rockets,93
Toronto Raptors,81,New Orleans Hornets,85
Dallas Mavericks,89,Detroit Pistons,103
Indiana Pacers,107,Los Angeles Clippers,114
Sacramento Kings,98,Atlanta Hawks,100
New Jersey Nets,100,Golden State Warriors,109
Orlando Magic,106,Boston Celtics,109
Minnesota Timberwolves,102,Portland Trail Blazers,113
Oklahoma City Thunder,94,Los Angeles Lakers,101
Atlanta Hawks,93,Miami Heat,89
Charlotte Bobcats,83,Chicago Bulls,82
Phoenix Suns,106,Cleveland Cavaliers,98
Utah Jazz,95,New Jersey Nets,103
Philadelphia 76ers,98,Orlando Magic,99
Detroit Pistons,82,Boston Celtics,86
Washington Wizards,87,Milwaukee Bucks,100
Memphis Grizzlies,102,New Orleans Hornets,103
New York Knicks,89,Houston Rockets,104
Toronto Raptors,95,San Antonio Spurs,104
Los Angeles Lakers,100,Dallas Mavericks,109
Oklahoma City Thunder,107,Denver Nuggets,112
Portland Trail Blazers,94,Sacramento Kings,90
Indiana Pacers,108,Golden State Warriors,110
Minnesota Timberwolves,111,Los Angeles Clippers,126
Philadelphia 76ers,97,Charlotte Bobcats,100
Dallas Mavericks,77,Chicago Bulls,82
Los Angeles Clippers,93,Portland Trail Blazers,108
Detroit Pistons,74,New Jersey Nets,89
Toronto Raptors,72,Orlando Magic,112
Phoenix Suns,109,Washington Wizards,91
New Orleans Hornets,100,Atlanta Hawks,59
Utah Jazz,86,Boston Celtics,110
Milwaukee Bucks,102,Cleveland Cavaliers,88
Houston Rockets,110,Memphis Grizzlies,115
New York Knicks,92,San Antonio Spurs,101
Los Angeles Lakers,107,Denver Nuggets,97
Sacramento Kings,112,Golden State Warriors,119
Atlanta Hawks,103,Charlotte Bobcats,87
Dallas Mavericks,87,New Jersey Nets,86
Boston Celtics,83,Washington Wizards,85
Phoenix Suns,74,Detroit Pistons,75
Toronto Raptors,103,Miami Heat,120
Utah Jazz,85,Philadelphia 76ers,96
Cleveland Cavaliers,79,Chicago Bulls,92
San Antonio Spurs,72,New Orleans Hornets,96
New York Knicks,98,Oklahoma City Thunder,101
Orlando Magic,118,Houston Rockets,104
Memphis Grizzlies,94,Milwaukee Bucks,81
Indiana Pacers,92,Portland Trail Blazers,97
Golden State Warriors,109,Los Angeles Clippers,113
Indiana Pacers,107,Denver Nuggets,121
Cleveland Cavaliers,101,New Jersey Nets,103
Detroit Pistons,103,Orlando Magic,96
Phoenix Suns,95,Philadelphia 76ers,105
Memphis Grizzlies,100,Toronto Raptors,98
Washington Wizards,106,New York Knicks,115
Milwaukee Bucks,83,Chicago Bulls,92
Houston Rockets,129,Minnesota Timberwolves,125
Oklahoma City Thunder,89,New Orleans Hornets,91
Sacramento Kings,96,Portland Trail Blazers,81
San Antonio Spurs,113,Golden State Warriors,102
Denver Nuggets,120,Washington Wizards,109
Cleveland Cavaliers,95,Boston Celtics,112
Los Angeles Clippers,105,Dallas Mavericks,112
Charlotte Bobcats,94,Sacramento Kings,89
Utah Jazz,91,Los Angeles Lakers,120
Orlando Magic,111,Indiana Pacers,96
Memphis Grizzlies,88,New Jersey Nets,93
Philadelphia 76ers,107,Toronto Raptors,94
Denver Nuggets,109,Detroit Pistons,100
Atlanta Hawks,90,Milwaukee Bucks,98
Oklahoma City Thunder,118,Minnesota Timberwolves,117
Los Angeles Clippers,83,Houston Rockets,96
Charlotte Bobcats,114,Phoenix Suns,107
San Antonio Spurs,112,Utah Jazz,105
New Orleans Hornets,112,Golden State Warriors,103
Miami Heat,88,New York Knicks,93
Houston Rockets,106,Dallas Mavericks,111
Boston Celtics,88,Portland Trail Blazers,78
New Jersey Nets,92,Indiana Pacers,124
Memphis Grizzlies,99,Philadelphia 76ers,94
Milwaukee Bucks,116,Toronto Raptors,110
New York Knicks,102,Atlanta Hawks,111
Denver Nuggets,117,Cleveland Cavaliers,103
Detroit Pistons,87,Miami Heat,88
Orlando Magic,90,Chicago Bulls,99
Washington Wizards,117,Oklahoma City Thunder,124
Minnesota Timberwolves,100,Utah Jazz,108
Charlotte Bobcats,121,Golden State Warriors,113
Sacramento Kings,100,Los Angeles Lakers,95
Boston Celtics,71,Phoenix Suns,88
Indiana Pacers,89,Chicago Bulls,110
Washington Wizards,93,Memphis Grizzlies,107
Toronto Raptors,87,Minnesota Timberwolves,103
Atlanta Hawks,91,Dallas Mavericks,102
New Jersey Nets,81,Milwaukee Bucks,91
Houston Rockets,95,San Antonio Spurs,108
New Orleans Hornets,96,Sacramento Kings,102
Charlotte Bobcats,88,Los Angeles Clippers,103
Miami Heat,108,Oklahoma City Thunder,103
Boston Celtics,109,Los Angeles Lakers,96
Cleveland Cavaliers,87,Orlando Magic,103
Denver Nuggets,99,Philadelphia 76ers,110
Detroit Pistons,106,New York Knicks,124
New Orleans Hornets,102,Phoenix Suns,104
Utah Jazz,81,Golden State Warriors,96
Toronto Raptors,93,Indiana Pacers,104
Denver Nuggets,99,New Jersey Nets,115
Cleveland Cavaliers,90,Miami Heat,117
Orlando Magic,97,Memphis Grizzlies,100
Washington Wizards,92,Dallas Mavericks,102
Charlotte Bobcats,78,Utah Jazz,83
Milwaukee Bucks,98,Los Angeles Clippers,105
