Team1,Team1Score,Team2,Team2Score
Miami Heat,117,Chicago Bulls,103
Los Angeles Lakers,134,Houston Rockets,138
Cleveland Cavaliers,102,Denver Nuggets,124
Charlotte Hornets,95,Indiana Pacers,120
Phoenix Suns,114,Minnesota Timberwolves,116
Los Angeles Clippers,103,San Antonio Spurs,95
Oklahoma City Thunder,127,New York Knicks,109
Chicago Bulls,104,Cleveland Cavaliers,88
Dallas Mavericks,106,Milwaukee Bucks,116
Detroit Pistons,87,Washington Wizards,101
Orlando Magic,122,Atlanta Hawks,103
Sacramento Kings,94,Brooklyn Nets,123
New Orleans Pelicans,105,Memphis Grizzlies,85
Miami Heat,99,Boston Celtics,107
Houston Rockets,93,Philadelphia 76ers,121
Portland Trail Blazers,109,Utah Jazz,104
Golden State Warriors,130,Los Angeles Lakers,111
Sacramento Kings,105,Toronto Raptors,120
Portland Trail Blazers,114,Oklahoma City Thunder,123
Los Angeles Clippers,98,Dallas Mavericks,106
Minnesota Timberwolves,118,Phoenix Suns,91
Toronto Raptors,106,Indiana Pacers,110
Cleveland Cavaliers,103,Boston Celtics,123
Orlando Magic,110,Brooklyn Nets,114
Los Angeles Clippers,111,Miami Heat,99
Houston Rockets,114,New York Knicks,110
Atlanta Hawks,121,Chicago Bulls,101
Charlotte Hornets,118,Memphis Grizzlies,107
Detroit Pistons,98,New Orleans Pelicans,94
San Antonio Spurs,120,Philadelphia 76ers,122
Denver Nuggets,108,Utah Jazz,114
New Orleans Pelicans,116,Oklahoma City Thunder,122
Golden State Warriors,126,Washington Wizards,118
Portland Trail Blazers,120,Phoenix Suns,106
Minnesota Timberwolves,120,Los Angeles Lakers,105
Washington Wizards,95,Orlando Magic,91
New York Knicks,99,Brooklyn Nets,109
Miami Heat,100,Cleveland Cavaliers,94
Los Angeles Clippers,106,Chicago Bulls,101
Toronto Raptors,119,Houston Rockets,121
Sacramento Kings,99,Memphis Grizzlies,96
Detroit Pistons,101,Dallas Mavericks,106
Charlotte Hornets,99,Milwaukee Bucks,108
Phoenix Suns,95,Denver Nuggets,132
Minnesota Timberwolves,102,Utah Jazz,106
San Antonio Spurs,126,New Orleans Pelicans,114
Indiana Pacers,103,Memphis Grizzlies,106
Golden State Warriors,115,Boston Celtics,111
Philadelphia 76ers,110,Denver Nuggets,126
Atlanta Hawks,111,Portland Trail Blazers,120
Cleveland Cavaliers,104,Chicago Bulls,101
Sacramento Kings,108,Los Angeles Clippers,122
Milwaukee Bucks,112,Oklahoma City Thunder,118
Toronto Raptors,123,Dallas Mavericks,120
Orlando Magic,98,Houston Rockets,103
Utah Jazz,125,Minnesota Timberwolves,111
Washington Wizards,119,San Antonio Spurs,132
Miami Heat,106,New York Knicks,97
Phoenix Suns,102,Los Angeles Lakers,116
New York Knicks,92,Charlotte Hornets,101
Golden State Warriors,132,Indiana Pacers,100
Brooklyn Nets,104,Boston Celtics,112
Denver Nuggets,95,Memphis Grizzlies,92
Atlanta Hawks,123,Los Angeles Clippers,118
Washington Wizards,113,Cleveland Cavaliers,116
Milwaukee Bucks,115,Detroit Pistons,105
Oklahoma City Thunder,126,Orlando Magic,117
Chicago Bulls,117,Brooklyn Nets,122
New Orleans Pelicans,121,Houston Rockets,116
Phoenix Suns,124,San Antonio Spurs,126
Philadelphia 76ers,121,Los Angeles Lakers,105
Charlotte Hornets,94,Boston Celtics,126
Chicago Bulls,105,Miami Heat,89
Dallas Mavericks,114,New York Knicks,90
Memphis Grizzlies,97,Minnesota Timberwolves,99
Denver Nuggets,105,New Orleans Pelicans,99
Indiana Pacers,89,Washington Wizards,107
Atlanta Hawks,113,Sacramento Kings,135
Utah Jazz,105,Portland Trail Blazers,132
Dallas Mavericks,89,Detroit Pistons,93
Indiana Pacers,100,Orlando Magic,107
Milwaukee Bucks,105,Toronto Raptors,92
Brooklyn Nets,114,San Antonio Spurs,117
Philadelphia 76ers,113,Golden State Warriors,104
Los Angeles Lakers,123,Los Angeles Clippers,120
