Team1,Team1Score,Team2,Team2Score
Utah Jazz,96,Oklahoma City Thunder,116
Minnesota Timberwolves,99,Brooklyn Nets,114
Toronto Raptors,98,Orlando Magic,93
Chicago Bulls,107,Boston Celtics,102
New York Knicks,89,Golden State Warriors,84
Memphis Grizzlies,98,Portland Trail Blazers,105
Phoenix Suns,99,Los Angeles Lakers,115
Washington Wizards,94,Charlotte Bobcats,100
San Antonio Spurs,103,Indiana Pacers,77
Philadelphia 76ers,95,Atlanta Hawks,103
Milwaukee Bucks,111,Detroit Pistons,116
Toronto Raptors,83,Miami Heat,93
Boston Celtics,80,Chicago Bulls,94
Los Angeles Clippers,114,Minnesota Timberwolves,104
Sacramento Kings,102,New Orleans Pelicans,97
Memphis Grizzlies,94,Denver Nuggets,92
New York Knicks,92,Utah Jazz,83
