Team1,Team1Score,Team2,Team2Score
Milwaukee Bucks,76,Charlotte Bobcats,92
San Antonio Spurs,109,Orlando Magic,91
Miami Heat,90,Toronto Raptors,83
Dallas Mavericks,87,Atlanta Hawks,88
Cleveland Cavaliers,86,Boston Celtics,103
Los Angeles Lakers,106,Detroit Pistons,102
Brooklyn Nets,95,Houston Rockets,114
Washington Wizards,73,Indiana Pacers,93
Golden State Warriors,112,Oklahoma City Thunder,113
New Orleans Pelicans,121,Philadelphia 76ers,105
New York Knicks,95,Denver Nuggets,97
Phoenix Suns,112,Utah Jazz,101
Los Angeles Clippers,104,Sacramento Kings,98
Atlanta Hawks,101,Washington Wizards,108
Chicago Bulls,93,Cleveland Cavaliers,97
Brooklyn Nets,97,Memphis Grizzlies,88
Minnesota Timberwolves,112,Dallas Mavericks,106
Houston Rockets,112,San Antonio Spurs,106
Boston Celtics,85,Milwaukee Bucks,92
Utah Jazz,112,Phoenix Suns,104
