Team1,Team1Score,Team2,Team2Score
Atlanta Hawks,97,Toronto Raptors,105
Denver Nuggets,109,Memphis Grizzlies,105
Phoenix Suns,94,Milwaukee Bucks,105
Los Angeles Clippers,99,Minnesota Timberwolves,79
New York Knicks,89,Dallas Mavericks,91
New Orleans Pelicans,92,San Antonio Spurs,100
Golden State Warriors,103,Utah Jazz,96
Washington Wizards,111,Sacramento Kings,120
Miami Heat,100,Los Angeles Lakers,102
Brooklyn Nets,87,Cleveland Cavaliers,107
Chicago Bulls,103,Houston Rockets,100
Orlando Magic,114,Indiana Pacers,94
Denver Nuggets,95,New Orleans Pelicans,101
Los Angeles Clippers,117,Oklahoma City Thunder,119
Boston Celtics,109,Portland Trail Blazers,116
