TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
NOP,0021800663,NOP @ GSW,L,239,140,47,98,0.48,19,37.0,0.514,27,33,0.818,7.0,42.0,49.0,36,6.0,5,10,23,-7.0
NOP,0021800650,NOP @ LAC,W,240,121,46,105,0.438,8,25.0,0.32,21,28,0.75,15.0,34.0,49.0,28,8.0,7,6,19,4.0
NOP,0021800633,NOP @ MIN,L,240,106,40,87,0.46,5,24.0,0.208,21,24,0.875,10.0,38.0,48.0,22,7.0,8,15,20,-4.0
NOP,0021800612,NOP vs. CLE,W,240,140,46,84,0.548,12,29.0,0.414,36,39,0.923,11.0,33.0,44.0,33,7.0,7,16,21,16.0
NOP,0021800595,NOP vs. MEM,W,239,114,44,79,0.557,6,17.0,0.353,20,29,0.69,5.0,35.0,40.0,27,13.0,4,14,18,19.0
NOP,0021800579,NOP @ CLE,W,241,133,47,81,0.58,14,27.0,0.519,25,29,0.862,10.0,34.0,44.0,29,13.0,7,14,18,35.0
NOP,0021800557,NOP @ BKN,L,241,121,46,87,0.529,10,23.0,0.435,19,27,0.704,10.0,31.0,41.0,19,7.0,5,12,20,-5.0
NOP,0021800546,NOP vs. MIN,W,239,123,45,87,0.517,14,25.0,0.56,19,21,0.905,11.0,33.0,44.0,28,3.0,2,15,21,9.0
NOP,0021800528,NOP vs. HOU,L,241,104,41,92,0.446,9,28.0,0.321,13,17,0.765,8.0,37.0,45.0,25,7.0,5,14,23,-4.0
NOP,0021800523,NOP vs. DAL,W,240,114,44,96,0.458,4,23.0,0.174,22,27,0.815,20.0,29.0,49.0,22,7.0,4,11,28,2.0
NOP,0021800509,NOP @ DAL,L,239,119,42,90,0.467,12,27.0,0.444,23,30,0.767,7.0,32.0,39.0,25,4.0,2,10,27,-3.0
NOP,0021800492,NOP @ SAC,L,242,117,44,94,0.468,6,26.0,0.231,23,28,0.821,12.0,46.0,58.0,26,6.0,9,12,29,-5.0
NOP,0021800478,NOP @ LAL,L,242,104,44,102,0.431,8,27.0,0.296,8,16,0.5,14.0,39.0,53.0,27,8.0,6,12,24,-8.0
NOP,0021800462,NOP @ MIL,L,240,115,43,92,0.467,19,42.0,0.452,10,15,0.667,7.0,34.0,41.0,28,6.0,7,15,22,-8.0
NOP,0021800441,NOP vs. MIA,L,240,96,35,86,0.407,13,36.0,0.361,13,17,0.765,11.0,27.0,38.0,26,12.0,5,10,22,-6.0
NOP,0021800411,NOP vs. OKC,W,241,118,45,97,0.464,4,18.0,0.222,24,30,0.8,17.0,39.0,56.0,29,14.0,3,17,27,4.0
NOP,0021800393,NOP @ BOS,L,239,100,39,87,0.448,8,26.0,0.308,14,19,0.737,6.0,33.0,39.0,28,11.0,1,13,19,-13.0
NOP,0021800387,NOP @ DET,W,239,116,42,79,0.532,12,30.0,0.4,20,23,0.87,8.0,39.0,47.0,27,5.0,8,18,19,8.0
NOP,0021800374,NOP vs. MEM,L,239,103,38,84,0.452,7,29.0,0.241,20,24,0.833,10.0,32.0,42.0,25,5.0,5,18,25,-4.0
NOP,0021800363,NOP vs. DAL,W,240,132,51,92,0.554,17,29.0,0.586,13,20,0.65,5.0,41.0,46.0,36,12.0,6,11,15,26.0
NOP,0021800349,NOP vs. LAC,L,240,126,49,92,0.533,13,34.0,0.382,15,22,0.682,10.0,25.0,35.0,32,10.0,5,7,24,-3.0
NOP,0021800338,NOP @ CHA,W,241,119,44,86,0.512,11,32.0,0.344,20,24,0.833,9.0,41.0,50.0,30,6.0,5,17,25,10.0
NOP,0021800324,NOP @ MIA,L,241,101,35,82,0.427,6,28.0,0.214,25,29,0.862,11.0,35.0,46.0,25,4.0,8,16,22,-5.0
NOP,0021800312,NOP vs. WAS,W,241,125,46,95,0.484,11,36.0,0.306,22,28,0.786,17.0,47.0,64.0,24,10.0,5,20,20,21.0
NOP,0021800298,NOP vs. BOS,L,239,107,34,77,0.442,12,32.0,0.375,27,29,0.931,9.0,31.0,40.0,21,8.0,5,22,20,-17.0
NOP,0021800280,NOP @ WAS,L,241,114,43,90,0.478,11,31.0,0.355,17,21,0.81,7.0,36.0,43.0,23,10.0,3,16,21,-10.0
NOP,0021800269,NOP @ NYK,L,241,109,40,101,0.396,7,28.0,0.25,22,29,0.759,20.0,35.0,55.0,26,5.0,5,14,22,-5.0
NOP,0021800253,NOP @ PHI,L,240,120,42,98,0.429,11,30.0,0.367,25,33,0.758,20.0,34.0,54.0,24,8.0,8,15,21,-0.8
NOP,0021800246,NOP vs. SAS,W,240,140,59,102,0.578,10,26.0,0.385,12,14,0.857,14.0,28.0,42.0,34,10.0,5,10,23,14.0
NOP,0021800228,NOP vs. DEN,W,240,125,42,87,0.483,10,25.0,0.4,31,34,0.912,10.0,36.0,46.0,29,6.0,8,11,18,10.0
NOP,0021800222,NOP vs. NYK,W,240,129,48,99,0.485,10,34.0,0.294,23,32,0.719,11.0,43.0,54.0,27,5.0,5,15,25,5.0
NOP,0021800208,NOP @ MIN,L,239,100,40,94,0.426,9,28.0,0.321,11,18,0.611,10.0,36.0,46.0,25,7.0,6,18,21,-7.0
NOP,0021800192,NOP @ TOR,W,240,126,54,99,0.545,10,27.0,0.37,8,13,0.615,14.0,40.0,54.0,30,2.0,4,13,20,16.0
NOP,0021800176,NOP vs. PHX,W,241,119,42,86,0.488,11,25.0,0.44,24,29,0.828,16.0,38.0,54.0,28,7.0,7,18,18,20.0
NOP,0021800159,NOP vs. CHI,W,240,107,42,94,0.447,11,30.0,0.367,12,17,0.706,11.0,44.0,55.0,32,5.0,10,15,18,9.0
NOP,0021800144,NOP @ OKC,L,240,116,41,84,0.488,9,29.0,0.31,25,30,0.833,11.0,34.0,45.0,27,8.0,5,20,26,-6.0
NOP,0021800130,NOP @ SAS,L,240,95,36,77,0.468,6,21.0,0.286,17,30,0.567,6.0,42.0,48.0,22,3.0,8,16,21,-14.0
NOP,0021800116,NOP @ POR,L,240,119,40,94,0.426,8,29.0,0.276,31,37,0.838,14.0,30.0,44.0,23,7.0,3,12,24,-13.0
NOP,0021800108,NOP @ GSW,L,240,121,44,92,0.478,12,35.0,0.343,21,27,0.778,12.0,30.0,42.0,24,8.0,2,15,26,-10.0
NOP,0021800095,NOP @ DEN,L,242,111,43,82,0.524,11,24.0,0.458,14,20,0.7,7.0,37.0,44.0,28,8.0,5,22,25,-5.0
NOP,0021800075,NOP vs. UTA,L,240,111,40,95,0.421,9,34.0,0.265,22,29,0.759,11.0,29.0,40.0,22,4.0,5,16,32,-21.0
NOP,0021800072,NOP vs. BKN,W,241,117,44,98,0.449,9,23.0,0.391,20,26,0.769,15.0,31.0,46.0,23,11.0,11,11,20,2.0
NOP,0021800050,NOP vs. LAC,W,240,116,40,93,0.43,6,24.0,0.25,30,40,0.75,12.0,36.0,48.0,22,12.0,8,8,24,7.0
NOP,0021800022,NOP vs. SAC,W,240,149,56,95,0.589,16,31.0,0.516,21,33,0.636,12.0,40.0,52.0,35,6.0,4,16,25,20.0
NOP,0021800009,NOP @ HOU,W,242,131,52,98,0.531,10,25.0,0.4,17,22,0.773,14.0,40.0,54.0,36,8.0,3,12,25,19.0
NOP,1521800063,NOP vs. NYK,L,200,83,28,67,0.418,8,22.0,0.364,19,23,0.826,7.0,21.0,28.0,16,7.0,0,19,21,-14.0
NOP,1521800054,NOP vs. MIA,L,200,106,36,76,0.474,6,21.0,0.286,28,36,0.778,8.0,23.0,31.0,19,7.0,5,12,22,-5.8
NOP,1521800031,NOP @ DET,L,201,97,37,72,0.514,6,15.0,0.4,17,21,0.81,4.0,26.0,30.0,21,9.0,4,17,28,-20.0
NOP,1521800013,NOP vs. MIA,W,199,110,43,74,0.581,11,22.0,0.5,13,18,0.722,5.0,30.0,35.0,24,11.0,5,13,18,27.6
NOP,1521800002,NOP vs. TOR,W,201,90,29,62,0.468,7,18.0,0.389,25,31,0.806,4.0,40.0,44.0,22,6.0,6,20,24,11.8
CHI,0021801224,CHI @ PHI,L,240,109,45,95,0.474,9,24.0,0.375,10,15,0.667,9.0,30.0,39.0,21,4.0,3,7,13,-16.0
CHI,0021801213,CHI vs. NYK,L,240,86,30,83,0.361,7,22.0,0.318,19,29,0.655,6.0,44.0,50.0,14,7.0,4,7,18,-10.0
CHI,0021801194,CHI vs. PHI,L,239,96,38,89,0.427,8,25.0,0.32,12,15,0.8,7.0,31.0,38.0,22,4.0,3,8,22,-20.0
CHI,0021801167,CHI @ WAS,W,240,115,48,90,0.533,5,19.0,0.263,14,17,0.824,9.0,40.0,49.0,22,7.0,5,20,23,1.0
CHI,0021801155,CHI @ NYK,L,240,105,42,94,0.447,4,17.0,0.235,17,23,0.739,12.0,32.0,44.0,20,9.0,2,6,18,-8.0
CHI,0021801142,CHI vs. TOR,L,240,101,41,97,0.423,9,30.0,0.3,10,16,0.625,17.0,36.0,53.0,21,7.0,6,13,15,-23.0
CHI,0021801117,CHI vs. POR,L,239,98,39,91,0.429,5,23.0,0.217,15,19,0.789,16.0,28.0,44.0,22,4.0,0,8,19,-20.0
CHI,0021801110,CHI @ TOR,L,239,103,39,86,0.453,8,23.0,0.348,17,20,0.85,7.0,38.0,45.0,20,12.0,2,18,16,-9.0
CHI,0021801090,CHI vs. UTA,L,239,83,33,92,0.359,2,16.0,0.125,15,20,0.75,11.0,34.0,45.0,16,6.0,3,12,16,-31.0
CHI,0021801069,CHI vs. WAS,W,264,126,50,106,0.472,12,23.0,0.522,14,17,0.824,15.0,33.0,48.0,29,10.0,2,13,16,6.0
CHI,0021801057,CHI @ PHX,W,240,116,46,89,0.517,4,16.0,0.25,20,24,0.833,11.0,38.0,49.0,21,9.0,4,13,22,15.0
CHI,0021801047,CHI @ SAC,L,240,102,39,88,0.443,10,26.0,0.385,14,21,0.667,10.0,29.0,39.0,20,6.0,6,19,16,-27.0
CHI,0021801033,CHI @ LAC,L,242,121,42,80,0.525,11,21.0,0.524,26,33,0.788,8.0,36.0,44.0,24,3.0,6,16,26,-7.0
CHI,0021801009,CHI vs. LAL,L,241,107,42,91,0.462,11,27.0,0.407,12,12,1.0,11.0,33.0,44.0,23,6.0,0,16,22,-16.0
CHI,0021800992,CHI @ DET,L,241,108,41,82,0.5,9,18.0,0.5,17,26,0.654,6.0,31.0,37.0,18,4.0,5,10,18,-23.0
CHI,0021800980,CHI vs. DET,L,240,104,42,82,0.512,5,17.0,0.294,15,23,0.652,8.0,27.0,35.0,20,9.0,4,16,18,-8.0
CHI,0021800970,CHI vs. PHI,W,239,108,41,93,0.441,6,23.0,0.261,20,27,0.741,16.0,31.0,47.0,21,7.0,3,13,17,1.0
CHI,0021800959,CHI @ IND,L,241,96,36,93,0.387,4,25.0,0.16,20,24,0.833,15.0,34.0,49.0,16,7.0,7,9,20,-9.0
CHI,0021800946,CHI vs. ATL,L,241,118,47,92,0.511,8,27.0,0.296,16,21,0.762,9.0,33.0,42.0,25,6.0,5,14,20,-5.0
CHI,0021800928,CHI @ ATL,W,341,168,56,119,0.471,21,48.0,0.438,35,48,0.729,11.0,51.0,62.0,30,10.0,5,16,30,7.0
CHI,0021800916,CHI @ MEM,W,240,109,39,82,0.476,8,24.0,0.333,23,25,0.92,7.0,35.0,42.0,20,12.0,9,15,20,2.0
CHI,0021800902,CHI vs. MIL,L,239,106,41,92,0.446,9,26.0,0.346,15,22,0.682,6.0,35.0,41.0,31,3.0,3,7,18,-11.0
CHI,0021800889,CHI vs. BOS,W,240,126,47,88,0.534,12,30.0,0.4,20,21,0.952,11.0,38.0,49.0,26,4.0,2,13,22,10.0
CHI,0021800875,CHI @ ORL,W,240,110,40,90,0.444,12,29.0,0.414,18,19,0.947,6.0,33.0,39.0,18,8.0,4,8,19,1.0
CHI,0021800858,CHI vs. MEM,W,240,122,45,80,0.563,8,20.0,0.4,24,29,0.828,9.0,37.0,46.0,28,2.0,3,14,19,12.0
CHI,0021800843,CHI vs. MIL,L,239,99,37,96,0.385,9,28.0,0.321,16,18,0.889,9.0,36.0,45.0,24,8.0,2,13,22,-13.0
CHI,0021800830,CHI vs. WAS,L,242,125,49,97,0.505,6,23.0,0.261,21,28,0.75,14.0,31.0,45.0,28,7.0,5,11,15,-9.0
CHI,0021800820,CHI @ BKN,W,241,125,46,85,0.541,14,28.0,0.5,19,24,0.792,8.0,42.0,50.0,27,5.0,5,16,21,19.0
CHI,0021800805,CHI vs. NOP,L,240,120,45,91,0.495,16,36.0,0.444,14,19,0.737,9.0,27.0,36.0,27,8.0,6,8,23,-5.0
CHI,0021800776,CHI @ CHA,L,240,118,42,81,0.519,9,24.0,0.375,25,25,1.0,8.0,31.0,39.0,20,4.0,2,10,20,-7.0
CHI,0021800757,CHI @ MIA,W,239,105,40,78,0.513,8,19.0,0.421,17,21,0.81,5.0,35.0,40.0,26,6.0,3,12,20,16.0
CHI,0021800752,CHI @ BKN,L,241,117,47,94,0.5,9,28.0,0.321,14,19,0.737,5.0,45.0,50.0,17,6.0,8,17,29,-5.0
CHI,0021800735,CHI vs. CLE,L,240,101,39,88,0.443,9,26.0,0.346,14,17,0.824,8.0,39.0,47.0,22,5.0,8,10,17,-3.0
CHI,0021800723,CHI vs. LAC,L,240,101,40,102,0.392,10,35.0,0.286,11,12,0.917,12.0,37.0,49.0,20,11.0,5,8,23,-5.0
CHI,0021800712,CHI vs. ATL,L,239,101,35,79,0.443,8,26.0,0.308,23,27,0.852,7.0,30.0,37.0,20,7.0,6,15,21,-20.0
CHI,0021800692,CHI @ CLE,W,242,104,36,76,0.474,15,30.0,0.5,17,22,0.773,8.0,42.0,50.0,24,8.0,2,18,26,16.0
CHI,0021800685,CHI vs. MIA,L,241,103,35,89,0.393,12,27.0,0.444,21,26,0.808,12.0,31.0,43.0,19,9.0,1,13,25,-14.0
CHI,0021800669,CHI @ DEN,L,240,105,44,93,0.473,10,28.0,0.357,7,11,0.636,16.0,29.0,45.0,27,3.0,3,12,21,-30.0
CHI,0021800656,CHI @ LAL,L,241,100,37,92,0.402,9,31.0,0.29,17,24,0.708,13.0,33.0,46.0,21,11.0,6,13,26,-7.0
CHI,0021800637,CHI @ UTA,L,239,102,40,97,0.412,7,25.0,0.28,15,17,0.882,10.0,37.0,47.0,24,8.0,7,9,19,-8.0
CHI,0021800629,CHI @ GSW,L,240,109,35,78,0.449,9,20.0,0.45,30,34,0.882,5.0,24.0,29.0,16,9.0,1,13,21,-37.0
CHI,0021800615,CHI @ POR,L,241,112,43,93,0.462,9,22.0,0.409,17,19,0.895,10.0,27.0,37.0,22,5.0,3,12,18,-12.0
CHI,0021800584,CHI vs. BKN,L,240,100,41,88,0.466,7,18.0,0.389,11,15,0.733,11.0,33.0,44.0,20,6.0,4,12,15,-17.0
CHI,0021800569,CHI vs. IND,L,264,116,47,91,0.516,12,28.0,0.429,10,13,0.769,8.0,32.0,40.0,30,10.0,2,17,23,-3.0
CHI,0021800559,CHI vs. ORL,L,238,84,36,86,0.419,7,20.0,0.35,5,8,0.625,5.0,27.0,32.0,18,8.0,0,11,17,-28.0
CHI,0021800538,CHI @ TOR,L,239,89,33,80,0.413,7,20.0,0.35,16,18,0.889,7.0,37.0,44.0,16,7.0,2,16,16,-6.0
CHI,0021800520,CHI @ WAS,W,240,101,37,79,0.468,8,22.0,0.364,19,25,0.76,7.0,39.0,46.0,20,9.0,6,10,18,9.0
CHI,0021800507,CHI vs. MIN,L,240,94,39,95,0.411,6,23.0,0.261,10,16,0.625,12.0,33.0,45.0,22,6.0,5,10,21,-25.0
CHI,0021800490,CHI @ CLE,W,240,112,43,78,0.551,11,22.0,0.5,15,17,0.882,7.0,36.0,43.0,26,7.0,3,11,19,20.0
CHI,0021800474,CHI vs. ORL,W,242,90,33,75,0.44,5,17.0,0.294,19,26,0.731,9.0,41.0,50.0,23,5.0,6,7,21,10.0
CHI,0021800460,CHI vs. BKN,L,240,93,40,91,0.44,6,19.0,0.316,7,10,0.7,9.0,30.0,39.0,21,7.0,5,8,22,-3.0
CHI,0021800447,CHI @ OKC,L,239,96,38,85,0.447,8,22.0,0.364,12,16,0.75,13.0,28.0,41.0,20,10.0,7,23,31,-25.0
CHI,0021800433,CHI @ SAS,W,240,98,37,86,0.43,6,29.0,0.207,18,21,0.857,8.0,32.0,40.0,16,12.0,8,7,20,5.0
CHI,0021800418,CHI @ ORL,L,240,91,34,71,0.479,10,18.0,0.556,13,20,0.65,1.0,32.0,33.0,18,10.0,4,18,23,-6.0
CHI,0021800394,CHI vs. SAC,L,240,89,34,76,0.447,8,28.0,0.286,13,13,1.0,7.0,33.0,40.0,16,10.0,3,27,17,-19.0
CHI,0021800383,CHI vs. BOS,L,241,77,31,81,0.383,6,24.0,0.25,9,14,0.643,8.0,29.0,37.0,16,3.0,2,15,17,-56.0
CHI,0021800373,CHI vs. OKC,W,239,114,43,82,0.524,12,25.0,0.48,16,23,0.696,5.0,34.0,39.0,25,15.0,6,20,26,2.0
CHI,0021800350,CHI @ IND,L,239,90,37,94,0.394,11,31.0,0.355,5,5,1.0,12.0,32.0,44.0,26,8.0,2,18,23,-6.0
CHI,0021800334,CHI @ HOU,L,241,105,39,88,0.443,8,32.0,0.25,19,24,0.792,7.0,34.0,41.0,15,11.0,6,13,22,-16.0
CHI,0021800321,CHI @ DET,L,240,88,37,86,0.43,3,21.0,0.143,11,14,0.786,7.0,33.0,40.0,25,5.0,7,15,20,-19.0
CHI,0021800310,CHI @ MIL,L,239,113,40,89,0.449,11,37.0,0.297,22,29,0.759,9.0,36.0,45.0,28,9.0,3,11,23,-3.0
CHI,0021800297,CHI vs. SAS,L,241,107,42,90,0.467,14,33.0,0.424,9,11,0.818,5.0,38.0,43.0,23,6.0,5,11,12,-1.0
CHI,0021800281,CHI @ MIN,L,241,96,32,81,0.395,10,33.0,0.303,22,31,0.71,6.0,34.0,40.0,22,7.0,4,13,19,-15.0
