TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
MIN,0021800603,MIN @ OKC,W,239,119,38,90,0.422,11,31.0,0.355,32,40,0.8,15.0,27.0,42.0,25,9.0,4,10,23,2.0
MIN,0021800585,MIN vs. LAL,W,240,108,41,89,0.461,11,32.0,0.344,15,21,0.714,8.0,42.0,50.0,24,10.0,9,14,27,22.0
MIN,0021800571,MIN vs. ORL,W,240,120,47,91,0.516,9,26.0,0.346,17,23,0.739,10.0,44.0,54.0,29,6.0,2,11,20,17.0
MIN,0021800558,MIN @ BOS,L,240,102,40,84,0.476,7,23.0,0.304,15,21,0.714,8.0,26.0,34.0,24,7.0,2,14,16,-13.0
MIN,0021800546,MIN @ NOP,L,239,114,43,93,0.462,9,28.0,0.321,19,23,0.826,12.0,27.0,39.0,29,10.0,9,7,18,-9.0
MIN,0021800537,MIN @ MIA,W,240,113,38,94,0.404,8,24.0,0.333,29,36,0.806,17.0,32.0,49.0,24,11.0,10,10,22,9.0
MIN,0021800522,MIN vs. ATL,L,265,120,44,98,0.449,11,32.0,0.344,21,38,0.553,16.0,31.0,47.0,28,14.0,9,14,26,-3.0
MIN,0021800507,MIN @ CHI,W,240,119,46,93,0.495,11,32.0,0.344,16,19,0.842,12.0,40.0,52.0,26,4.0,1,11,15,25.0
MIN,0021800493,MIN @ OKC,W,239,114,41,83,0.494,14,27.0,0.519,18,27,0.667,6.0,34.0,40.0,25,9.0,5,15,23,2.0
MIN,0021800475,MIN @ SAS,L,240,98,33,83,0.398,6,21.0,0.286,26,31,0.839,9.0,30.0,39.0,19,11.0,5,12,19,-26.0
MIN,0021800463,MIN vs. DET,L,265,123,45,103,0.437,9,33.0,0.273,24,29,0.828,11.0,38.0,49.0,22,8.0,4,7,27,-6.0
MIN,0021800446,MIN vs. SAC,W,241,132,48,96,0.5,10,27.0,0.37,26,30,0.867,11.0,47.0,58.0,37,10.0,7,11,24,27.0
MIN,0021800435,MIN @ PHX,L,239,99,39,96,0.406,7,35.0,0.2,14,19,0.737,11.0,30.0,41.0,26,10.0,4,11,19,-8.0
MIN,0021800414,MIN @ SAC,L,240,130,50,93,0.538,9,22.0,0.409,21,27,0.778,12.0,27.0,39.0,30,4.0,4,11,24,-11.0
MIN,0021800400,MIN @ GSW,L,240,108,38,83,0.458,7,25.0,0.28,25,31,0.806,9.0,33.0,42.0,28,5.0,6,16,18,-8.0
MIN,0021800385,MIN @ POR,L,241,105,40,91,0.44,7,16.0,0.438,18,22,0.818,10.0,30.0,40.0,25,12.0,7,12,23,-8.0
MIN,0021800362,MIN vs. CHA,W,241,121,48,89,0.539,12,24.0,0.5,13,20,0.65,10.0,40.0,50.0,34,6.0,11,15,15,17.0
MIN,0021800348,MIN vs. HOU,W,240,103,36,82,0.439,11,22.0,0.5,20,28,0.714,13.0,29.0,42.0,22,11.0,7,14,16,12.0
MIN,0021800335,MIN vs. BOS,L,239,109,37,82,0.451,9,28.0,0.321,26,32,0.813,9.0,30.0,39.0,19,6.0,2,16,18,-9.0
MIN,0021800311,MIN vs. SAS,W,240,128,50,99,0.505,18,41.0,0.439,10,15,0.667,13.0,35.0,48.0,33,12.0,6,8,18,39.0
MIN,0021800295,MIN @ CLE,W,240,102,40,86,0.465,8,26.0,0.308,14,19,0.737,8.0,31.0,39.0,18,8.0,8,8,18,7.0
MIN,0021800281,MIN vs. CHI,W,240,111,42,103,0.408,7,34.0,0.206,20,23,0.87,21.0,38.0,59.0,22,7.0,5,13,23,15.0
MIN,0021800265,MIN @ BKN,W,240,112,44,92,0.478,9,25.0,0.36,15,17,0.882,9.0,29.0,38.0,25,15.0,4,7,20,10.0
MIN,0021800260,MIN vs. DEN,L,239,101,35,79,0.443,9,32.0,0.281,22,26,0.846,8.0,32.0,40.0,24,8.0,3,17,15,-2.0
MIN,0021800234,MIN vs. MEM,L,240,87,31,80,0.388,12,29.0,0.414,13,16,0.813,10.0,39.0,49.0,20,8.0,3,20,20,-13.0
MIN,0021800221,MIN vs. POR,W,240,112,46,92,0.5,12,28.0,0.429,8,11,0.727,9.0,34.0,43.0,28,11.0,4,12,16,16.0
MIN,0021800208,MIN vs. NOP,W,240,107,37,90,0.411,14,32.0,0.438,19,24,0.792,11.0,36.0,47.0,29,14.0,6,15,22,7.0
MIN,0021800195,MIN vs. BKN,W,240,120,42,80,0.525,10,23.0,0.435,26,31,0.839,9.0,43.0,52.0,26,8.0,6,23,17,7.0
MIN,0021800173,MIN @ SAC,L,240,110,39,94,0.415,7,25.0,0.28,25,31,0.806,15.0,37.0,52.0,20,6.0,1,17,23,-11.0
MIN,0021800162,MIN @ LAL,L,240,110,41,91,0.451,20,40.0,0.5,8,9,0.889,11.0,29.0,40.0,22,10.0,5,15,17,-4.0
MIN,0021800148,MIN @ LAC,L,239,109,40,85,0.471,5,21.0,0.238,24,30,0.8,8.0,30.0,38.0,20,9.0,8,11,23,-11.0
MIN,0021800138,MIN @ POR,L,241,81,29,93,0.312,7,30.0,0.233,16,21,0.762,13.0,25.0,38.0,18,9.0,4,11,21,-30.0
MIN,0021800124,MIN @ GSW,L,240,99,38,101,0.376,13,45.0,0.289,10,14,0.714,8.0,31.0,39.0,25,8.0,4,5,16,-17.0
MIN,0021800107,MIN vs. UTA,W,240,128,50,86,0.581,12,25.0,0.48,16,24,0.667,7.0,34.0,41.0,19,10.0,8,15,28,3.0
MIN,0021800093,MIN vs. LAL,W,240,124,42,98,0.429,14,29.0,0.483,26,30,0.867,20.0,31.0,51.0,26,11.0,12,14,14,4.0
MIN,0021800071,MIN vs. MIL,L,240,95,36,112,0.321,10,43.0,0.233,13,18,0.722,17.0,32.0,49.0,19,10.0,6,7,15,-30.0
MIN,0021800055,MIN @ TOR,L,240,105,40,96,0.417,15,30.0,0.5,10,16,0.625,16.0,28.0,44.0,25,10.0,5,15,17,-7.0
MIN,0021800043,MIN vs. IND,W,240,101,36,85,0.424,7,33.0,0.212,22,24,0.917,8.0,39.0,47.0,24,9.0,12,15,17,10.0
MIN,0021800032,MIN @ DAL,L,240,136,44,84,0.524,14,27.0,0.519,34,40,0.85,6.0,27.0,33.0,23,10.0,3,17,30,-4.0
MIN,0021800021,MIN vs. CLE,W,240,131,44,87,0.506,10,25.0,0.4,33,35,0.943,9.0,31.0,40.0,28,9.0,7,13,21,8.0
MIN,0021800010,MIN @ SAS,L,240,108,39,91,0.429,6,19.0,0.316,24,27,0.889,14.0,32.0,46.0,20,9.0,2,11,27,-4.0
MIN,1521800066,MIN @ DEN,W,200,83,31,73,0.425,8,29.0,0.276,13,16,0.813,8.0,28.0,36.0,17,15.0,3,16,14,10.4
MIN,1521800050,MIN vs. DET,L,199,59,27,78,0.346,2,25.0,0.08,3,10,0.3,14.0,35.0,49.0,7,7.0,8,22,10,-6.8
MIN,1521800039,MIN vs. BKN,W,202,78,30,84,0.357,5,21.0,0.238,13,19,0.684,10.0,29.0,39.0,9,16.0,6,12,11,7.8
MIN,1521800021,MIN @ TOR,W,198,103,34,76,0.447,6,21.0,0.286,29,35,0.829,14.0,25.0,39.0,16,9.0,5,11,14,4.6
MIN,1521800009,MIN vs. DEN,L,200,69,26,73,0.356,5,29.0,0.172,12,24,0.5,10.0,32.0,42.0,11,9.0,5,15,13,-13.8
BKN,0021801221,BKN vs. MIA,W,241,113,43,114,0.377,21,58.0,0.362,6,7,0.857,20.0,48.0,68.0,29,7.0,3,12,13,19.0
BKN,0021801199,BKN @ IND,W,240,108,40,88,0.455,11,36.0,0.306,17,22,0.773,17.0,35.0,52.0,23,7.0,4,15,13,12.0
BKN,0021801193,BKN @ MIL,W,240,133,48,97,0.495,19,45.0,0.422,18,23,0.783,12.0,31.0,43.0,25,7.0,0,10,19,5.0
BKN,0021801169,BKN vs. TOR,L,240,105,41,86,0.477,10,32.0,0.313,13,21,0.619,9.0,44.0,53.0,23,3.0,2,14,19,-10.0
BKN,0021801154,BKN vs. MIL,L,240,121,39,94,0.415,16,44.0,0.364,27,34,0.794,16.0,39.0,55.0,19,6.0,5,23,26,-10.0
BKN,0021801137,BKN vs. BOS,W,240,110,38,83,0.458,12,38.0,0.316,22,28,0.786,5.0,35.0,40.0,22,7.0,2,12,17,14.0
BKN,0021801123,BKN @ PHI,L,240,110,40,90,0.444,11,32.0,0.344,19,29,0.655,11.0,34.0,45.0,25,4.0,3,15,22,-13.0
BKN,0021801106,BKN @ POR,L,290,144,49,103,0.476,15,42.0,0.357,31,44,0.705,15.0,44.0,59.0,25,3.0,4,16,31,-4.0
BKN,0021801086,BKN @ LAL,W,240,111,37,92,0.402,16,42.0,0.381,21,28,0.75,11.0,36.0,47.0,21,8.0,4,13,25,5.0
BKN,0021801063,BKN @ SAC,W,241,123,47,94,0.5,12,35.0,0.343,17,23,0.739,11.0,30.0,41.0,28,16.0,4,18,19,2.0
BKN,0021801049,BKN @ LAC,L,241,116,42,100,0.42,14,38.0,0.368,18,25,0.72,15.0,36.0,51.0,26,6.0,7,14,28,-3.0
BKN,0021801041,BKN @ UTA,L,241,98,33,95,0.347,12,36.0,0.333,20,22,0.909,8.0,36.0,44.0,20,9.0,5,7,24,-16.0
BKN,0021801017,BKN @ OKC,L,240,96,35,84,0.417,13,35.0,0.371,13,19,0.684,7.0,36.0,43.0,19,7.0,5,16,18,-12.0
BKN,0021801003,BKN vs. DET,W,240,103,39,79,0.494,11,31.0,0.355,14,22,0.636,5.0,48.0,53.0,21,9.0,4,17,18,28.0
BKN,0021800987,BKN @ ATL,W,241,114,33,86,0.384,15,44.0,0.341,33,54,0.611,15.0,39.0,54.0,21,7.0,3,14,23,2.0
BKN,0021800969,BKN vs. CLE,W,239,113,43,91,0.473,12,33.0,0.364,15,26,0.577,11.0,39.0,50.0,21,5.0,7,14,22,6.0
BKN,0021800952,BKN vs. DAL,W,239,127,48,85,0.565,17,41.0,0.415,14,19,0.737,3.0,45.0,48.0,29,8.0,1,13,23,39.0
BKN,0021800937,BKN @ MIA,L,239,88,31,88,0.352,9,42.0,0.214,17,22,0.773,7.0,29.0,36.0,20,6.0,6,11,14,-29.0
BKN,0021800929,BKN vs. CHA,L,240,112,44,86,0.512,10,32.0,0.313,14,18,0.778,7.0,30.0,37.0,27,2.0,5,15,19,-11.0
BKN,0021800914,BKN vs. WAS,L,239,116,39,85,0.459,8,35.0,0.229,30,39,0.769,7.0,34.0,41.0,20,7.0,3,16,27,-9.0
BKN,0021800900,BKN vs. SAS,W,240,101,35,81,0.432,19,50.0,0.38,12,16,0.75,6.0,45.0,51.0,24,5.0,5,15,15,16.0
BKN,0021800884,BKN @ CHA,W,241,117,40,87,0.46,17,43.0,0.395,20,26,0.769,11.0,31.0,42.0,23,5.0,6,12,26,2.0
BKN,0021800869,BKN vs. POR,L,241,99,36,92,0.391,7,36.0,0.194,20,26,0.769,12.0,37.0,49.0,26,4.0,2,12,19,-14.0
BKN,0021800853,BKN @ CLE,W,315,148,52,113,0.46,18,45.0,0.4,26,34,0.765,16.0,44.0,60.0,31,4.0,13,18,23,9.0
BKN,0021800842,BKN @ TOR,L,241,125,46,88,0.523,20,41.0,0.488,13,18,0.722,5.0,26.0,31.0,33,6.0,3,14,18,-2.0
BKN,0021800820,BKN vs. CHI,L,239,106,39,94,0.415,13,41.0,0.317,15,16,0.938,6.0,27.0,33.0,26,9.0,1,11,21,-19.0
BKN,0021800804,BKN vs. DEN,W,240,135,46,90,0.511,19,34.0,0.559,24,33,0.727,5.0,35.0,40.0,36,9.0,5,13,22,5.0
BKN,0021800792,BKN vs. MIL,L,240,94,33,102,0.324,5,42.0,0.119,23,28,0.821,16.0,40.0,56.0,23,5.0,9,13,21,-19.0
BKN,0021800777,BKN @ ORL,L,241,89,33,91,0.363,10,38.0,0.263,13,16,0.813,8.0,42.0,50.0,23,6.0,2,18,11,-13.0
BKN,0021800767,BKN @ SAS,L,239,114,42,89,0.472,11,34.0,0.324,19,29,0.655,5.0,41.0,46.0,30,5.0,7,14,23,-3.0
BKN,0021800752,BKN vs. CHI,W,239,122,42,94,0.447,10,35.0,0.286,28,40,0.7,7.0,36.0,43.0,25,11.0,2,8,21,5.0
BKN,0021800746,BKN @ BOS,L,239,104,39,103,0.379,13,34.0,0.382,13,16,0.813,16.0,32.0,48.0,20,10.0,5,17,20,-8.0
BKN,0021800721,BKN vs. NYK,W,241,109,34,84,0.405,9,33.0,0.273,32,47,0.681,18.0,42.0,60.0,19,5.0,2,19,21,10.0
BKN,0021800708,BKN vs. ORL,W,239,114,43,90,0.478,10,32.0,0.313,18,23,0.783,12.0,33.0,45.0,20,7.0,2,16,22,4.0
BKN,0021800696,BKN vs. SAC,W,240,123,45,90,0.5,13,35.0,0.371,20,24,0.833,12.0,44.0,56.0,25,9.0,4,16,15,29.0
BKN,0021800673,BKN @ ORL,W,240,117,44,97,0.454,19,46.0,0.413,10,15,0.667,9.0,32.0,41.0,24,5.0,5,11,19,2.0
BKN,0021800659,BKN @ HOU,W,265,145,56,108,0.519,16,36.0,0.444,17,22,0.773,16.0,41.0,57.0,29,4.0,3,13,25,3.0
BKN,0021800645,BKN vs. BOS,W,240,109,37,86,0.43,13,38.0,0.342,22,25,0.88,13.0,42.0,55.0,18,5.0,7,17,20,7.0
BKN,0021800624,BKN @ TOR,L,240,105,37,88,0.42,11,30.0,0.367,20,30,0.667,9.0,45.0,54.0,20,4.0,4,17,21,-17.0
BKN,0021800609,BKN vs. ATL,W,240,116,43,95,0.453,10,30.0,0.333,20,26,0.769,18.0,36.0,54.0,21,10.0,9,18,28,16.0
BKN,0021800592,BKN @ BOS,L,240,95,32,79,0.405,11,42.0,0.262,20,22,0.909,9.0,38.0,47.0,19,5.0,4,23,16,-21.0
BKN,0021800584,BKN @ CHI,W,240,117,42,83,0.506,16,46.0,0.348,17,22,0.773,6.0,32.0,38.0,29,6.0,3,9,16,17.0
BKN,0021800570,BKN @ MEM,W,240,109,36,79,0.456,13,34.0,0.382,24,26,0.923,8.0,37.0,45.0,25,6.0,2,20,19,9.0
BKN,0021800557,BKN vs. NOP,W,240,126,47,93,0.505,16,31.0,0.516,16,21,0.762,12.0,31.0,43.0,27,7.0,5,10,23,5.0
BKN,0021800527,BKN @ MIL,L,240,115,38,79,0.481,15,35.0,0.429,24,35,0.686,5.0,35.0,40.0,28,6.0,3,14,17,-14.0
BKN,0021800517,BKN @ CHA,L,240,87,33,83,0.398,4,27.0,0.148,17,20,0.85,9.0,39.0,48.0,15,4.0,10,14,20,-13.0
BKN,0021800505,BKN vs. CHA,W,290,134,51,104,0.49,19,47.0,0.404,13,18,0.722,10.0,47.0,57.0,31,8.0,7,17,26,2.0
BKN,0021800489,BKN vs. PHX,W,241,111,40,85,0.471,10,27.0,0.37,21,33,0.636,14.0,35.0,49.0,25,7.0,4,17,15,8.0
BKN,0021800471,BKN vs. IND,L,239,106,33,72,0.458,16,31.0,0.516,24,34,0.706,11.0,30.0,41.0,28,5.0,3,20,23,-8.0
BKN,0021800460,BKN @ CHI,W,240,96,34,74,0.459,8,25.0,0.32,20,25,0.8,7.0,38.0,45.0,23,3.0,2,13,14,3.0
BKN,0021800453,BKN vs. LAL,W,241,115,44,91,0.484,14,34.0,0.412,13,19,0.684,4.0,36.0,40.0,27,5.0,4,11,18,5.0
BKN,0021800436,BKN vs. ATL,W,239,144,49,88,0.557,16,40.0,0.4,30,33,0.909,10.0,29.0,39.0,34,12.0,3,13,21,17.0
BKN,0021800422,BKN vs. WAS,W,241,125,44,84,0.524,11,31.0,0.355,26,31,0.839,9.0,36.0,45.0,34,5.0,3,9,17,7.0
BKN,0021800408,BKN @ PHI,W,240,127,38,74,0.514,14,28.0,0.5,37,43,0.86,7.0,30.0,37.0,20,10.0,1,16,23,3.0
BKN,0021800382,BKN @ NYK,W,241,112,43,88,0.489,11,22.0,0.5,15,25,0.6,12.0,33.0,45.0,27,5.0,5,12,25,8.0
BKN,0021800371,BKN vs. TOR,W,266,106,43,98,0.439,11,35.0,0.314,9,13,0.692,16.0,44.0,60.0,22,8.0,2,20,28,1.0
BKN,0021800358,BKN vs. OKC,L,240,112,37,86,0.43,15,36.0,0.417,23,30,0.767,10.0,35.0,45.0,21,7.0,4,14,24,-2.0
BKN,0021800345,BKN vs. CLE,L,241,97,39,99,0.394,10,40.0,0.25,9,16,0.563,17.0,33.0,50.0,17,5.0,2,7,20,-2.0
BKN,0021800333,BKN @ WAS,L,237,88,30,81,0.37,8,33.0,0.242,20,25,0.8,11.0,31.0,42.0,19,8.0,2,17,17,-14.0
BKN,0021800323,BKN vs. MEM,L,290,125,42,94,0.447,16,44.0,0.364,25,30,0.833,11.0,40.0,51.0,26,7.0,4,16,28,-6.0
BKN,0021800308,BKN vs. UTA,L,239,91,30,86,0.349,11,30.0,0.367,20,28,0.714,14.0,34.0,48.0,11,12.0,5,20,20,-10.0
BKN,0021800289,BKN vs. PHI,L,240,125,50,88,0.568,10,25.0,0.4,15,20,0.75,10.0,33.0,43.0,19,2.0,4,16,25,-2.0
BKN,0021800265,BKN vs. MIN,L,241,102,33,79,0.418,14,45.0,0.311,22,26,0.846,9.0,37.0,46.0,26,2.0,4,18,22,-10.0
BKN,0021800261,BKN @ DAL,L,240,113,42,94,0.447,14,42.0,0.333,15,21,0.714,16.0,26.0,42.0,23,8.0,2,14,31,-6.0
BKN,0021800250,BKN @ MIA,W,240,104,38,88,0.432,8,31.0,0.258,20,26,0.769,13.0,40.0,53.0,17,6.0,4,11,21,12.0
BKN,0021800224,BKN vs. LAC,L,241,119,40,88,0.455,13,28.0,0.464,26,34,0.765,15.0,32.0,47.0,25,4.0,5,11,22,-8.0
BKN,0021800219,BKN @ WAS,W,239,115,38,90,0.422,9,33.0,0.273,30,38,0.789,13.0,34.0,47.0,19,8.0,3,11,24,11.0
BKN,0021800205,BKN vs. MIA,L,242,107,41,101,0.406,8,28.0,0.286,17,24,0.708,16.0,30.0,46.0,17,10.0,2,15,29,-13.0
BKN,0021800195,BKN @ MIN,L,240,113,40,101,0.396,18,50.0,0.36,15,22,0.682,19.0,23.0,42.0,28,10.0,2,13,29,-7.0
BKN,0021800182,BKN @ GSW,L,240,100,36,77,0.468,7,24.0,0.292,21,29,0.724,12.0,29.0,41.0,20,7.0,2,14,22,-16.0
BKN,0021800171,BKN @ DEN,W,240,112,36,88,0.409,12,33.0,0.364,28,42,0.667,12.0,30.0,42.0,21,7.0,9,8,24,2.0
BKN,0021800151,BKN @ PHX,W,239,104,41,92,0.446,9,36.0,0.25,13,19,0.684,13.0,39.0,52.0,22,9.0,5,10,22,22.0
BKN,0021800134,BKN vs. PHI,W,240,122,50,105,0.476,9,28.0,0.321,13,18,0.722,15.0,23.0,38.0,27,11.0,3,9,28,25.0
BKN,0021800118,BKN vs. HOU,L,240,111,42,85,0.494,15,34.0,0.441,12,20,0.6,9.0,29.0,38.0,22,5.0,4,10,28,-8.0
BKN,0021800104,BKN vs. DET,W,267,120,43,101,0.426,12,38.0,0.316,22,30,0.733,18.0,37.0,55.0,26,5.0,3,16,33,1.0
BKN,0021800090,BKN @ NYK,L,238,96,34,84,0.405,11,38.0,0.289,17,22,0.773,11.0,21.0,32.0,22,6.0,7,10,20,-19.0
BKN,0021800083,BKN vs. GSW,L,241,114,42,87,0.483,20,42.0,0.476,10,15,0.667,5.0,32.0,37.0,28,5.0,3,15,20,-6.0
BKN,0021800072,BKN @ NOP,L,239,115,43,98,0.439,19,40.0,0.475,10,15,0.667,16.0,38.0,54.0,26,6.0,8,18,22,-2.0
BKN,0021800053,BKN @ CLE,W,241,102,38,87,0.437,14,34.0,0.412,12,15,0.8,8.0,36.0,44.0,23,8.0,1,14,16,16.0
BKN,0021800026,BKN @ IND,L,242,112,41,86,0.477,16,37.0,0.432,14,22,0.636,9.0,31.0,40.0,25,6.0,6,20,18,-20.0
BKN,0021800018,BKN vs. NYK,W,240,107,37,75,0.493,12,30.0,0.4,21,24,0.875,12.0,43.0,55.0,22,2.0,6,22,23,2.0
BKN,0021800004,BKN @ DET,L,240,100,40,82,0.488,5,27.0,0.185,15,22,0.682,5.0,34.0,39.0,28,9.0,5,17,23,-3.0
BKN,1521800062,BKN @ IND,L,200,79,29,71,0.408,8,29.0,0.276,13,17,0.765,6.0,24.0,30.0,18,7.0,6,19,20,-32.6
BKN,1521800048,BKN @ HOU,L,199,102,39,82,0.476,8,24.0,0.333,16,16,1.0,14.0,38.0,52.0,19,5.0,5,26,23,-0.8
BKN,1521800039,BKN @ MIN,L,199,69,25,71,0.352,7,23.0,0.304,12,16,0.75,12.0,35.0,47.0,14,6.0,13,23,16,-6.8
BKN,1521800015,BKN vs. OKC,L,202,76,25,74,0.338,8,36.0,0.222,18,25,0.72,3.0,35.0,38.0,15,10.0,8,15,13,-19.6
BKN,1521800003,BKN @ ORL,L,201,80,29,77,0.377,11,30.0,0.367,11,16,0.688,9.0,34.0,43.0,20,3.0,6,17,17,-6.0
NYK,0021801223,NYK vs. DET,L,241,89,31,77,0.403,9,30.0,0.3,18,25,0.72,4.0,29.0,33.0,23,7.0,5,11,17,-26.0
NYK,0021801213,NYK @ CHI,W,240,96,37,93,0.398,14,40.0,0.35,8,13,0.615,11.0,50.0,61.0,17,0.0,10,9,16,10.0
NYK,0021801204,NYK vs. WAS,W,240,113,41,80,0.513,17,34.0,0.5,14,19,0.737,7.0,36.0,43.0,24,5.0,9,15,14,3.0
NYK,0021801184,NYK @ HOU,L,240,96,37,82,0.451,6,27.0,0.222,16,27,0.593,5.0,48.0,53.0,22,3.0,6,15,17,-24.0
NYK,0021801166,NYK @ ORL,L,241,100,38,85,0.447,6,27.0,0.222,18,21,0.857,8.0,31.0,39.0,21,10.0,5,12,18,-14.0
NYK,0021801155,NYK vs. CHI,W,239,113,37,74,0.5,18,38.0,0.474,21,25,0.84,6.0,38.0,44.0,24,2.0,9,16,18,8.0
NYK,0021801141,NYK vs. MIA,L,240,92,31,77,0.403,9,38.0,0.237,21,25,0.84,8.0,34.0,42.0,20,10.0,7,18,16,-8.0
NYK,0021801125,NYK vs. TOR,L,240,92,31,85,0.365,6,26.0,0.231,24,32,0.75,14.0,40.0,54.0,16,3.0,5,16,22,-25.0
NYK,0021801095,NYK vs. LAC,L,240,113,41,86,0.477,9,33.0,0.273,22,25,0.88,13.0,31.0,44.0,22,5.0,7,14,24,-11.0
NYK,0021801082,NYK vs. DEN,L,241,93,34,90,0.378,9,32.0,0.281,16,21,0.762,8.0,37.0,45.0,20,3.0,5,7,15,-18.0
NYK,0021801068,NYK vs. UTA,L,240,116,45,86,0.523,13,31.0,0.419,13,21,0.619,8.0,32.0,40.0,23,6.0,6,14,21,-21.0
NYK,0021801053,NYK @ TOR,L,239,92,28,85,0.329,8,35.0,0.229,28,32,0.875,7.0,29.0,36.0,16,8.0,4,13,18,-36.0
NYK,0021801042,NYK vs. LAL,W,240,124,44,76,0.579,12,26.0,0.462,24,29,0.828,10.0,35.0,45.0,24,4.0,5,23,26,1.0
NYK,0021801032,NYK @ SAS,L,241,83,35,86,0.407,8,20.0,0.4,5,9,0.556,9.0,32.0,41.0,21,6.0,4,16,13,-26.0
NYK,0021801007,NYK @ IND,L,239,98,35,80,0.438,13,28.0,0.464,15,18,0.833,8.0,40.0,48.0,22,4.0,5,19,23,-5.0
NYK,0021800998,NYK @ MIN,L,241,92,37,86,0.43,10,25.0,0.4,8,14,0.571,10.0,33.0,43.0,20,5.0,8,17,14,-11.0
NYK,0021800986,NYK vs. SAC,L,239,94,35,94,0.372,10,35.0,0.286,14,21,0.667,13.0,45.0,58.0,16,3.0,5,9,20,-8.0
NYK,0021800972,NYK @ PHX,L,239,96,35,77,0.455,6,15.0,0.4,20,25,0.8,8.0,38.0,46.0,17,6.0,7,21,23,-11.0
NYK,0021800957,NYK @ SAC,L,240,108,39,85,0.459,12,29.0,0.414,18,28,0.643,10.0,38.0,48.0,17,8.0,5,17,25,-7.0
NYK,0021800947,NYK @ LAC,L,242,107,35,88,0.398,11,29.0,0.379,26,34,0.765,9.0,37.0,46.0,23,9.0,9,13,19,-21.0
NYK,0021800924,NYK vs. CLE,L,239,118,46,95,0.484,11,32.0,0.344,15,23,0.652,14.0,26.0,40.0,26,4.0,3,8,28,-7.0
NYK,0021800908,NYK vs. ORL,W,240,108,38,89,0.427,7,24.0,0.292,25,32,0.781,14.0,37.0,51.0,17,11.0,7,10,15,5.0
NYK,0021800896,NYK vs. SAS,W,240,130,50,98,0.51,16,37.0,0.432,14,19,0.737,12.0,37.0,49.0,25,3.0,7,6,27,12.0
NYK,0021800878,NYK vs. MIN,L,241,104,37,86,0.43,11,29.0,0.379,19,24,0.792,8.0,39.0,47.0,15,9.0,8,20,22,-11.0
NYK,0021800865,NYK @ ATL,W,240,106,38,84,0.452,12,31.0,0.387,18,26,0.692,11.0,41.0,52.0,21,9.0,9,14,22,15.0
NYK,0021800856,NYK vs. PHI,L,240,111,40,100,0.4,9,29.0,0.31,22,27,0.815,14.0,29.0,43.0,27,8.0,4,12,27,-15.0
NYK,0021800839,NYK @ CLE,L,240,104,42,92,0.457,7,26.0,0.269,13,20,0.65,10.0,36.0,46.0,21,8.0,9,10,17,-3.0
NYK,0021800828,NYK vs. TOR,L,239,99,39,94,0.415,10,25.0,0.4,11,19,0.579,15.0,42.0,57.0,22,9.0,4,14,26,-5.0
NYK,0021800817,NYK @ DET,L,240,103,35,78,0.449,7,22.0,0.318,26,41,0.634,10.0,29.0,39.0,22,6.0,5,13,23,-17.0
NYK,0021800799,NYK vs. DET,L,240,92,36,90,0.4,9,33.0,0.273,11,15,0.733,13.0,31.0,44.0,17,5.0,4,11,23,-13.0
NYK,0021800787,NYK vs. MEM,L,238,84,28,74,0.378,12,40.0,0.3,16,22,0.727,6.0,39.0,45.0,20,4.0,6,15,16,-12.0
NYK,0021800771,NYK vs. BOS,L,240,99,39,86,0.453,9,31.0,0.29,12,12,1.0,8.0,40.0,48.0,21,2.0,2,17,15,-14.0
NYK,0021800758,NYK vs. DAL,L,239,90,32,78,0.41,6,26.0,0.231,20,28,0.714,5.0,29.0,34.0,16,10.0,5,12,15,-24.0
NYK,0021800744,NYK @ CHA,L,240,92,34,85,0.4,7,23.0,0.304,17,26,0.654,8.0,38.0,46.0,19,6.0,6,8,15,-9.0
NYK,0021800741,NYK vs. MIA,L,240,97,36,84,0.429,7,26.0,0.269,18,24,0.75,7.0,31.0,38.0,22,13.0,3,11,20,-9.0
NYK,0021800721,NYK @ BKN,L,241,99,37,87,0.425,8,31.0,0.258,17,26,0.654,6.0,27.0,33.0,17,12.0,11,8,31,-10.0
NYK,0021800710,NYK vs. HOU,L,240,110,37,81,0.457,11,30.0,0.367,25,30,0.833,10.0,38.0,48.0,15,5.0,7,18,23,-4.0
NYK,0021800691,NYK vs. OKC,L,241,109,39,87,0.448,7,23.0,0.304,24,32,0.75,11.0,25.0,36.0,25,8.0,3,12,23,-18.0
NYK,0021800665,NYK @ WAS,L,241,100,39,87,0.448,12,29.0,0.414,10,12,0.833,6.0,36.0,42.0,15,6.0,3,14,16,-1.0
NYK,0021800638,NYK vs. PHI,L,241,105,37,86,0.43,10,31.0,0.323,21,30,0.7,7.0,27.0,34.0,24,8.0,5,10,21,-3.0
NYK,0021800623,NYK vs. IND,L,240,106,39,88,0.443,14,39.0,0.359,14,16,0.875,8.0,29.0,37.0,22,8.0,5,16,18,-15.0
NYK,0021800605,NYK @ GSW,L,240,95,35,88,0.398,6,24.0,0.25,19,21,0.905,9.0,30.0,39.0,13,11.0,1,16,12,-27.0
