Team1,Team1Score,Team2,Team2Score
Denver Nuggets,72,Memphis Grizzlies,81
Phoenix Suns,107,Minnesota Timberwolves,111
Miami Heat,85,Milwaukee Bucks,104
Philadelphia 76ers,85,Portland Trail Blazers,89
Boston Celtics,83,Golden State Warriors,101
San Antonio Spurs,111,Dallas Mavericks,86
Milwaukee Bucks,94,Detroit Pistons,96
Boston Celtics,96,Sacramento Kings,118
Utah Jazz,96,Los Angeles Clippers,107
Charlotte Bobcats,91,Chicago Bulls,81
Memphis Grizzlies,83,Indiana Pacers,88
Miami Heat,112,Orlando Magic,110
Atlanta Hawks,104,Houston Rockets,123
Brooklyn Nets,73,San Antonio Spurs,104
Phoenix Suns,96,Oklahoma City Thunder,114
