Team1,Team1Score,Team2,Team2Score
New York Knicks,100,Miami Heat,99
Atlanta Hawks,80,Minnesota Timberwolves,66
Boston Celtics,98,Orlando Magic,121
Seattle SuperSonics,96,San Antonio Spurs,91
Indiana Pacers,100,Toronto Raptors,89
Chicago Bulls,91,Detroit Pistons,108
Phoenix Suns,105,Golden State Warriors,97
Seattle SuperSonics,73,Houston Rockets,113
Utah Jazz,98,Los Angeles Lakers,100
New Jersey Nets,123,Milwaukee Bucks,132
Cleveland Cavaliers,82,Charlotte Hornets,94
Toronto Raptors,100,Chicago Bulls,117
Los Angeles Clippers,99,Dallas Mavericks,93
Golden State Warriors,103,Denver Nuggets,93
New York Knicks,107,Indiana Pacers,110
Minnesota Timberwolves,95,Miami Heat,87
Detroit Pistons,91,Orlando Magic,100
Washington Bullets,131,Philadelphia 76ers,110
San Antonio Spurs,106,Sacramento Kings,120
New Jersey Nets,101,Atlanta Hawks,109
Los Angeles Clippers,119,Houston Rockets,123
Toronto Raptors,85,Milwaukee Bucks,92
Utah Jazz,127,Phoenix Suns,122
San Antonio Spurs,88,Seattle SuperSonics,108
Charlotte Hornets,108,Boston Celtics,102
Orlando Magic,63,Cleveland Cavaliers,78
Milwaukee Bucks,85,Detroit Pistons,92
Chicago Bulls,92,Miami Heat,102
Dallas Mavericks,92,Minnesota Timberwolves,77
Philadelphia 76ers,113,New Jersey Nets,105
Atlanta Hawks,92,New York Knicks,96
Denver Nuggets,63,Portland Trail Blazers,107
Indiana Pacers,90,Washington Bullets,103
Seattle SuperSonics,108,Denver Nuggets,104
Sacramento Kings,99,Los Angeles Lakers,108
Golden State Warriors,93,Utah Jazz,106
Portland Trail Blazers,105,Vancouver Grizzlies,73
Toronto Raptors,108,Charlotte Hornets,100
Cleveland Cavaliers,82,Detroit Pistons,75
Dallas Mavericks,102,Houston Rockets,112
Los Angeles Lakers,123,Los Angeles Clippers,95
New Jersey Nets,86,Miami Heat,74
Milwaukee Bucks,112,Minnesota Timberwolves,122
Indiana Pacers,89,New York Knicks,97
Boston Celtics,119,Philadelphia 76ers,113
Phoenix Suns,106,San Antonio Spurs,95
Orlando Magic,93,Washington Bullets,104
Philadelphia 76ers,104,Atlanta Hawks,136
New York Knicks,103,Chicago Bulls,101
Denver Nuggets,100,Dallas Mavericks,95
Sacramento Kings,122,Golden State Warriors,120
Miami Heat,102,Orlando Magic,88
Vancouver Grizzlies,121,Phoenix Suns,107
Los Angeles Clippers,100,Seattle SuperSonics,125
Minnesota Timberwolves,89,Utah Jazz,101
Toronto Raptors,125,Boston Celtics,94
Washington Bullets,85,Cleveland Cavaliers,81
Detroit Pistons,124,Indiana Pacers,120
Charlotte Hornets,100,Milwaukee Bucks,120
Atlanta Hawks,92,New Jersey Nets,108
Los Angeles Lakers,96,Portland Trail Blazers,100
Utah Jazz,113,Sacramento Kings,109
Houston Rockets,103,San Antonio Spurs,99
Minnesota Timberwolves,95,Houston Rockets,112
Orlando Magic,64,Miami Heat,99
Charlotte Hornets,99,New York Knicks,109
Los Angeles Clippers,86,Utah Jazz,106
Detroit Pistons,75,Atlanta Hawks,89
Washington Bullets,86,Chicago Bulls,98
Portland Trail Blazers,77,Los Angeles Lakers,95
Phoenix Suns,106,Seattle SuperSonics,101
Minnesota Timberwolves,84,Houston Rockets,96
Charlotte Hornets,93,New York Knicks,100
Los Angeles Clippers,99,Utah Jazz,105
Detroit Pistons,93,Atlanta Hawks,80
Washington Bullets,104,Chicago Bulls,109
Portland Trail Blazers,93,Los Angeles Lakers,107
Orlando Magic,87,Miami Heat,104
Phoenix Suns,78,Seattle SuperSonics,122
New York Knicks,104,Charlotte Hornets,95
Utah Jazz,104,Los Angeles Clippers,92
Atlanta Hawks,91,Detroit Pistons,99
Houston Rockets,125,Minnesota Timberwolves,120
Miami Heat,75,Orlando Magic,88
Seattle SuperSonics,103,Phoenix Suns,110
Los Angeles Lakers,90,Portland Trail Blazers,98
Chicago Bulls,96,Washington Bullets,95
